dump_name,path,label_rootkit,label_azazel,label_orbit,label_mirai,label_syslogk,label_reptile,label_bpfbackdoor,label_reverseshell,label_skidmap,label_cryptominer,label_teamtnt,label_multistage,label_credscrape,hidden_proc_count,masqueraded_proc_count,deleted_exe_count,hooked_syscall_count,hidden_module_count,netfilter_hook_count,rwx_region_count,total_sockets,raw_socket_count,foreign_conn_count,high_port_count,unknown_lib_count
memdump_20260517_193914_azazel.raw,dumps_v2/single/azazel/memdump_20260517_193914_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,1,2,4,264,4,0,24,1
memdump_20260517_194426_azazel.raw,dumps_v2/single/azazel/memdump_20260517_194426_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,1,2,6,264,4,0,24,1
memdump_20260517_194150_azazel.raw,dumps_v2/single/azazel/memdump_20260517_194150_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,1,2,5,264,4,0,24,1
memdump_20260517_194701_azazel.raw,dumps_v2/single/azazel/memdump_20260517_194701_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,1,2,7,264,4,0,24,1
memdump_20260517_194936_azazel.raw,dumps_v2/single/azazel/memdump_20260517_194936_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,1,2,8,264,4,0,24,1
memdump_20260517_195211_azazel.raw,dumps_v2/single/azazel/memdump_20260517_195211_azazel.raw,0,1,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,1,2,9,264,4,0,24,1
memdump_20260517_193130_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_193130_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,25,1,0,0,0,2,1,265,5,0,24,0
memdump_20260517_193412_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_193412_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,21,2,0,0,1,2,2,265,5,0,24,0
memdump_20260517_193650_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_193650_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3,0,0,1,2,3,265,5,0,24,0
memdump_20260517_193926_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_193926_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,22,4,0,0,1,2,4,265,5,0,24,0
memdump_20260517_194202_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_194202_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,26,5,0,0,1,2,5,265,5,0,24,0
memdump_20260517_194438_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_194438_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,26,6,0,0,1,2,6,265,5,0,24,0
memdump_20260517_194713_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_194713_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,27,7,0,0,1,2,7,265,5,0,24,0
memdump_20260517_194947_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_194947_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,22,8,0,0,1,2,8,265,5,0,24,0
memdump_20260517_195223_bpfbackdoor.raw,dumps_v2/single/bpfbackdoor/memdump_20260517_195223_bpfbackdoor.raw,0,0,0,0,0,0,1,0,0,0,0,0,0,22,9,0,0,1,2,9,265,5,0,24,0
memdump_20260517_193142_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_193142_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,2,-1,264,4,0,24,0
memdump_20260517_193423_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_193423_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,1,2,1,264,4,0,24,0
memdump_20260517_193702_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_193702_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193937_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_193937_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194213_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_194213_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,0,1,2,4,264,4,0,24,0
memdump_20260517_194449_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_194449_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194724_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_194724_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,26,6,0,0,1,2,6,264,4,0,24,0
memdump_20260517_194958_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_194958_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,21,7,0,0,1,2,7,276,5,0,24,0
memdump_20260517_195234_credscrape.raw,dumps_v2/single/credscrape/memdump_20260517_195234_credscrape.raw,0,0,0,0,0,0,0,0,0,0,0,0,1,22,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_193154_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_193154_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,2,-1,264,4,0,24,0
memdump_20260517_193435_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_193435_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,0,0,1,2,1,264,4,0,24,0
memdump_20260517_193713_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_193713_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,28,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193949_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_193949_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,22,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194225_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_194225_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,29,4,0,0,1,2,4,264,4,0,24,0
memdump_20260517_194501_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_194501_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,20,5,0,0,1,2,5,264,4,0,24,0
memdump_20260517_194736_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_194736_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,28,6,0,0,1,2,6,264,4,0,24,0
memdump_20260517_195010_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_195010_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,22,7,0,0,1,2,7,264,4,0,24,0
memdump_20260517_195246_cryptominer.raw,dumps_v2/single/cryptominer/memdump_20260517_195246_cryptominer.raw,0,0,0,0,0,0,0,0,0,1,0,0,0,22,8,0,0,1,2,8,264,4,0,24,0
memdump_20260517_193205_mirai.raw,dumps_v2/single/mirai/memdump_20260517_193205_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,2,1,264,4,0,24,0
memdump_20260517_193447_mirai.raw,dumps_v2/single/mirai/memdump_20260517_193447_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,21,2,0,0,1,2,2,264,4,0,24,0
memdump_20260517_193724_mirai.raw,dumps_v2/single/mirai/memdump_20260517_193724_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,28,3,0,0,1,2,3,264,4,0,24,0
memdump_20260517_194000_mirai.raw,dumps_v2/single/mirai/memdump_20260517_194000_mirai.raw,0,0,0,1,0,0,0,0,0,0,0,0,0,21,4,0,0,1,2,4,264,4,0,24,0
